year,team,url,teams,url_comp_logo,url_team,team_alpha3
1999,Chile,https://en.wikipedia.org/wiki/1999_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/1999_Copa_Am%C3%A9rica_logo.svg/200px-1999_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Chile_national_football_team,CHL
1999,Venezuela,https://en.wikipedia.org/wiki/1999_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/1999_Copa_Am%C3%A9rica_logo.svg/200px-1999_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Venezuela_national_football_team,VEN
1999,Colombia,https://en.wikipedia.org/wiki/1999_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/1999_Copa_Am%C3%A9rica_logo.svg/200px-1999_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Colombia_national_football_team,COL
1999,Bolivia,https://en.wikipedia.org/wiki/1999_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/1999_Copa_Am%C3%A9rica_logo.svg/200px-1999_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Bolivia_national_football_team,BOL
1999,Japan,https://en.wikipedia.org/wiki/1999_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/1999_Copa_Am%C3%A9rica_logo.svg/200px-1999_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Japan_national_football_team,JPN
1999,Mexico,https://en.wikipedia.org/wiki/1999_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/1999_Copa_Am%C3%A9rica_logo.svg/200px-1999_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Mexico_national_football_team,MEX
2001,Honduras,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Honduras_national_football_team,HND
2001,Peru,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Peru_national_football_team,PER
2001,Ecuador,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Ecuador_national_football_team,ECU
2001,Uruguay,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Uruguay_national_football_team,URY
2001,Paraguay,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Paraguay_national_football_team,PRY
2001,Brazil,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Brazil_national_football_team,BRA
2001,Chile,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Chile_national_football_team,CHL
2001,Venezuela,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Venezuela_national_football_team,VEN
2001,Colombia,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Colombia_national_football_team,COL
2001,Bolivia,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Bolivia_national_football_team,BOL
2001,Costa Rica,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Costa_Rica_national_football_team,CRI
2001,Mexico,https://en.wikipedia.org/wiki/2001_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Copa_Am%C3%A9rica_2001_official_logo.png/200px-Copa_Am%C3%A9rica_2001_official_logo.png,/wiki/Mexico_national_football_team,MEX
2004,Argentina,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Argentina_national_football_team,ARG
2004,Peru,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Peru_national_football_team,PER
2004,Ecuador,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Ecuador_national_football_team,ECU
2004,Uruguay,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Uruguay_national_football_team,URY
2004,Paraguay,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Paraguay_national_football_team,PRY
2004,Brazil,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Brazil_national_football_team,BRA
2004,Chile,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Chile_national_football_team,CHL
2004,Venezuela,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Venezuela_national_football_team,VEN
2004,Colombia,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Colombia_national_football_team,COL
2004,Bolivia,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Bolivia_national_football_team,BOL
2004,Costa Rica,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Costa_Rica_national_football_team,CRI
2004,Mexico,https://en.wikipedia.org/wiki/2004_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/6/63/2004_Copa_Am%C3%A9rica_logo.svg/250px-2004_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Mexico_national_football_team,MEX
2007,Argentina,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Argentina_national_football_team,ARG
2007,Peru,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Peru_national_football_team,PER
2007,Ecuador,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Ecuador_national_football_team,ECU
2007,Uruguay,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Uruguay_national_football_team,URY
2007,Paraguay,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Paraguay_national_football_team,PRY
2007,Brazil,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Brazil_national_football_team,BRA
2007,Chile,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Chile_national_football_team,CHL
2007,Venezuela,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Venezuela_national_football_team,VEN
2007,Colombia,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Colombia_national_football_team,COL
2007,Bolivia,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Bolivia_national_football_team,BOL
2007,United States,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/United_States_men%27s_national_soccer_team,USA
2007,Mexico,https://en.wikipedia.org/wiki/2007_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/3/36/2007_Copa_Am%C3%A9rica_logo.svg/200px-2007_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Mexico_national_football_team,MEX
2011,Argentina,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Argentina_national_football_team,ARG
2011,Peru,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Peru_national_football_team,PER
2011,Ecuador,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Ecuador_national_football_team,ECU
2011,Uruguay,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Uruguay_national_football_team,URY
2011,Paraguay,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Paraguay_national_football_team,PRY
2011,Brazil,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Brazil_national_football_team,BRA
2011,Chile,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Chile_national_football_team,CHL
2011,Venezuela,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Venezuela_national_football_team,VEN
2011,Colombia,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Colombia_national_football_team,COL
2011,Bolivia,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Bolivia_national_football_team,BOL
2011,Costa Rica,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Costa_Rica_national_football_team,CRI
2011,Mexico,https://en.wikipedia.org/wiki/2011_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/7/72/2011_Copa_Am%C3%A9rica_logo.svg/200px-2011_Copa_Am%C3%A9rica_logo.svg.png,/wiki/Mexico_national_football_team,MEX
2015,Argentina,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Argentina_national_football_team,ARG
2015,Peru,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Peru_national_football_team,PER
2015,Ecuador,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Ecuador_national_football_team,ECU
2015,Uruguay,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Uruguay_national_football_team,URY
2015,Paraguay,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Paraguay_national_football_team,PRY
2015,Brazil,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Brazil_national_football_team,BRA
2015,Chile,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Chile_national_football_team,CHL
2015,Venezuela,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Venezuela_national_football_team,VEN
2015,Colombia,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Colombia_national_football_team,COL
2015,Bolivia,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Bolivia_national_football_team,BOL
2015,Jamaica,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Jamaica_national_football_team,JAM
2015,Mexico,https://en.wikipedia.org/wiki/2015_Copa_América,12,//upload.wikimedia.org/wikipedia/en/thumb/d/de/2015_Copa_Am%C3%A9rica.svg/220px-2015_Copa_Am%C3%A9rica.svg.png,/wiki/Mexico_national_football_team,MEX
2016,Argentina,https://en.wikipedia.org/wiki/Copa_América_Centenario,16,//upload.wikimedia.org/wikipedia/en/thumb/e/e2/Copa_Am%C3%A9rica_Centenario.svg/220px-Copa_Am%C3%A9rica_Centenario.svg.png,/wiki/Argentina_national_football_team,ARG
